Student ID,Name,Gender,Age,GPA,Major,Interested Domain,Projects,Internships,Certifications,Future Career,Python,SQL,Java,C++,JavaScript,Cloud,AI,Cybersecurity,Soft Skills,Work Experience (Years)
1147,Student 1147,Non-binary,26,2.84,Computer Science,Game Development,6,0,Cisco CCNA,IoT Engineer,4,7,7,8,7,3,5,9,Average,7
1148,Student 1148,Female,21,3.85,Cloud Computing,AI Research,1,0,Microsoft Certified,Mobile App Developer,6,8,4,4,4,7,6,7,Weak,10
1149,Student 1149,Non-binary,29,3.39,Mobile App Development,Game Development,1,3,None,Full Stack Developer,5,5,6,7,10,9,9,5,Weak,1
1150,Student 1150,Female,44,3.0,Human-Computer Interaction,Mobile App Development,5,1,Cisco CCNA,Mobile App Developer,10,3,5,5,5,3,6,6,Weak,6
1151,Student 1151,Female,44,2.98,Mobile App Development,Blockchain Security,1,3,Meta Frontend Developer,Cybersecurity Analyst,9,4,4,3,9,8,10,6,Average,2
1152,Student 1152,Non-binary,27,2.86,Data Science,Full Stack Development,3,1,AWS Certified,Data Engineer,3,10,9,9,9,6,3,6,Strong,8
1153,Student 1153,Male,34,3.97,Software Engineering,Cyber Forensics,2,1,CEH,Game Developer,4,8,9,3,9,3,4,4,Strong,1
1154,Student 1154,Male,45,3.58,Game Development,Quantum AI,6,0,Cisco CCNA,Cloud Architect,7,6,9,8,3,9,5,3,Average,6
1155,Student 1155,Female,24,3.75,Cloud Computing,Big Data,2,2,Unity Certified,Data Engineer,9,5,3,6,10,5,6,4,Weak,10
1156,Student 1156,Male,44,3.26,AI & Robotics,Deep Learning,7,1,AWS Certified,Software Engineer,3,5,9,7,9,9,8,7,Weak,2
1157,Student 1157,Male,23,2.66,AI & Robotics,Cyber Forensics,6,3,Google Android Developer,Cybersecurity Analyst,9,10,10,6,4,9,3,9,Average,0
1158,Student 1158,Non-binary,35,3.79,Software Engineering,Machine Learning,4,0,None,DevOps Engineer,3,3,10,6,10,5,6,4,Weak,5
1159,Student 1159,Female,42,2.82,Networking,Game Development,6,5,None,Quantum Computing Researcher,10,7,6,3,4,8,4,4,Average,1
1160,Student 1160,Male,29,3.72,Mobile App Development,AI Research,2,4,None,Software Engineer,3,6,8,3,4,6,3,4,Strong,10
1161,Student 1161,Non-binary,22,3.22,Human-Computer Interaction,Big Data,4,4,IBM Quantum Developer,Data Engineer,6,3,5,7,5,7,9,5,Weak,1
1162,Student 1162,Female,37,2.73,Human-Computer Interaction,DevOps,7,1,None,IoT Engineer,4,7,5,3,4,3,4,6,Average,1
1163,Student 1163,Female,38,2.56,Web Development,AI Research,1,3,TensorFlow Certified,Penetration Tester,5,6,10,10,7,5,7,5,Average,8
1164,Student 1164,Male,35,3.03,Game Development,Blockchain Security,7,2,None,Blockchain Developer,5,3,8,8,7,3,6,10,Average,1
1165,Student 1165,Non-binary,39,3.27,Cloud Computing,Big Data,6,0,AWS Certified,Software Engineer,9,9,7,9,5,4,4,5,Weak,5
1166,Student 1166,Male,26,3.58,Mobile App Development,Cyber Forensics,6,0,MIT AI Certification,Software Engineer,6,6,8,8,8,4,4,7,Weak,10
1167,Student 1167,Male,29,3.05,Cybersecurity,Deep Learning,3,1,Cisco CCNA,DevOps Engineer,5,7,4,6,7,4,3,3,Average,2
1168,Student 1168,Male,32,2.89,Game Development,Full Stack Development,5,0,Unity Certified,Cloud Architect,6,8,4,4,9,6,7,5,Weak,0
1169,Student 1169,Male,33,2.73,Mobile App Development,Quantum AI,7,1,TensorFlow Certified,Cybersecurity Analyst,8,5,5,10,4,7,3,10,Weak,7
1170,Student 1170,Female,35,3.57,AI & Robotics,Cloud Security,2,0,TensorFlow Certified,Security Consultant,3,3,6,7,10,5,5,5,Weak,4
1171,Student 1171,Female,43,2.72,Quantum Computing,Blockchain Security,1,3,None,Quantum Computing Researcher,3,3,4,5,7,8,8,4,Strong,4
1172,Student 1172,Non-binary,29,2.86,Mobile App Development,DevOps,6,4,Unity Certified,AI Researcher,7,5,4,3,4,7,8,9,Weak,10
1173,Student 1173,Female,35,3.5,Game Development,Big Data,2,3,Google Data Analytics,Penetration Tester,5,7,6,5,5,3,9,7,Weak,1
1174,Student 1174,Non-binary,29,3.06,Bioinformatics,Cyber Forensics,2,3,None,Quantum Computing Researcher,8,9,5,9,9,7,9,9,Weak,2
1175,Student 1175,Male,38,3.95,Web Development,Data Visualization,2,2,CEH,Software Engineer,3,8,10,4,4,10,5,8,Weak,5
1176,Student 1176,Non-binary,18,3.37,Web Development,Mobile App Development,2,0,None,Data Scientist,8,7,6,5,6,3,4,6,Average,8
1177,Student 1177,Male,43,3.05,Human-Computer Interaction,Machine Learning,3,5,Meta Frontend Developer,Quantum Computing Researcher,7,10,4,3,7,10,6,5,Weak,4
1178,Student 1178,Non-binary,23,3.66,Web Development,Machine Learning,1,0,Google Android Developer,Network Engineer,5,8,5,5,10,8,6,7,Strong,8
1179,Student 1179,Male,28,2.91,Embedded Systems,Data Visualization,7,1,Meta Frontend Developer,Blockchain Developer,4,9,5,4,5,3,7,8,Weak,6
1180,Student 1180,Non-binary,33,3.09,Cloud Computing,Deep Learning,1,0,None,Blockchain Developer,3,10,5,4,9,10,6,9,Average,4
1181,Student 1181,Male,41,3.82,Blockchain Technology,Data Visualization,3,4,Kubernetes Administrator,Machine Learning Engineer,4,5,6,4,9,3,8,6,Strong,10
1182,Student 1182,Male,21,3.23,Cybersecurity,Full Stack Development,4,1,MIT AI Certification,Network Engineer,10,10,10,4,6,8,7,3,Strong,10
1183,Student 1183,Non-binary,26,2.98,AI & Robotics,Quantum AI,4,1,Google Data Analytics,Penetration Tester,6,7,8,3,3,4,6,6,Average,2
1184,Student 1184,Female,19,3.38,Mobile App Development,Full Stack Development,2,4,IBM Quantum Developer,Security Consultant,10,6,4,8,9,5,8,6,Weak,7
1185,Student 1185,Female,19,3.5,Software Engineering,Blockchain Security,4,1,IBM Quantum Developer,Data Engineer,9,4,5,9,9,7,4,5,Average,4
1186,Student 1186,Female,32,3.05,Human-Computer Interaction,Cyber Forensics,1,3,None,IoT Engineer,8,7,5,8,8,6,8,3,Average,10
1187,Student 1187,Male,29,3.76,Embedded Systems,Mobile App Development,1,5,TensorFlow Certified,Mobile App Developer,7,10,3,8,8,4,6,5,Weak,1
1188,Student 1188,Female,28,3.02,AI & Robotics,Data Visualization,7,1,Unity Certified,DevOps Engineer,3,7,10,4,10,6,10,8,Strong,4
1189,Student 1189,Male,30,3.73,Software Engineering,DevOps,2,5,MIT AI Certification,IoT Engineer,5,8,9,8,4,3,7,3,Weak,3
1190,Student 1190,Male,30,3.4,Embedded Systems,Deep Learning,1,0,CEH,Quantum Computing Researcher,5,7,3,10,10,6,10,3,Weak,10
1191,Student 1191,Non-binary,41,2.63,Blockchain Technology,AI Research,3,3,Meta Frontend Developer,AI Researcher,5,3,5,10,7,5,3,6,Average,2
1192,Student 1192,Male,37,3.18,Mobile App Development,AI Research,7,2,None,Blockchain Developer,7,3,8,9,8,7,3,7,Strong,10
1193,Student 1193,Non-binary,44,2.99,Web Development,Mobile App Development,5,4,None,Cloud Architect,4,6,10,8,10,8,10,5,Average,5
1194,Student 1194,Female,20,2.77,Web Development,Deep Learning,2,3,Kubernetes Administrator,Cybersecurity Analyst,4,9,5,7,7,7,7,9,Average,9
1195,Student 1195,Female,43,3.17,AI & Robotics,Ethical Hacking,6,5,None,Full Stack Developer,7,9,10,6,10,7,6,9,Weak,10
1196,Student 1196,Male,32,2.98,Quantum Computing,Cyber Forensics,1,5,None,Web Developer,8,9,3,8,3,4,8,9,Average,4
1197,Student 1197,Female,20,3.7,Bioinformatics,IoT Security,4,4,None,IoT Engineer,10,7,9,8,3,6,4,3,Strong,4
1198,Student 1198,Male,33,2.97,Mobile App Development,AI Research,3,0,Google Data Analytics,IoT Engineer,5,10,3,7,8,4,6,6,Weak,7
1199,Student 1199,Male,25,3.14,Quantum Computing,Deep Learning,6,4,Google Data Analytics,Quantum Computing Researcher,7,7,7,8,10,8,9,8,Strong,9
1200,Student 1200,Female,27,3.29,Computer Science,Deep Learning,3,3,Google Data Analytics,Quantum Computing Researcher,9,6,8,7,10,9,5,4,Strong,9
1201,Student 1201,Female,24,3.61,Embedded Systems,Quantum AI,4,3,Unity Certified,Quantum Computing Researcher,4,7,6,8,4,7,8,4,Average,9
1202,Student 1202,Female,25,3.07,Computer Science,Machine Learning,2,4,Google Data Analytics,Security Consultant,4,5,5,7,8,6,4,6,Average,3
1203,Student 1203,Male,22,3.65,Quantum Computing,Machine Learning,7,2,Unity Certified,Network Engineer,7,9,4,10,3,5,6,8,Average,6
1204,Student 1204,Non-binary,43,2.79,Game Development,Mobile App Development,1,4,None,Web Developer,8,8,10,9,10,7,10,9,Weak,9
1205,Student 1205,Male,41,3.94,Cybersecurity,Game Development,6,3,TensorFlow Certified,DevOps Engineer,9,8,10,5,3,6,6,4,Strong,3
1206,Student 1206,Non-binary,20,3.23,Web Development,DevOps,6,1,Kubernetes Administrator,Mobile App Developer,8,8,6,6,4,3,8,7,Weak,1
1207,Student 1207,Female,23,3.35,Data Science,Cyber Forensics,4,4,AWS Certified,Mobile App Developer,8,7,3,9,7,5,4,10,Strong,3
1208,Student 1208,Female,37,3.49,Blockchain Technology,Machine Learning,2,2,Unity Certified,Cloud Architect,7,6,6,8,4,4,3,5,Strong,8
1209,Student 1209,Female,34,2.6,Data Science,DevOps,3,1,Unity Certified,Quantum Computing Researcher,6,5,5,6,8,6,10,6,Strong,5
1210,Student 1210,Female,31,3.64,Networking,Game Development,6,1,Kubernetes Administrator,Cloud Architect,9,10,6,8,8,9,7,3,Weak,9
1211,Student 1211,Non-binary,40,2.99,Embedded Systems,Full Stack Development,4,5,MIT AI Certification,IoT Engineer,4,5,4,3,7,10,7,9,Strong,7
1212,Student 1212,Male,31,3.72,Human-Computer Interaction,Cyber Forensics,2,4,Kubernetes Administrator,Data Scientist,6,3,3,8,6,4,6,8,Average,9
1213,Student 1213,Male,28,2.69,Networking,Cyber Forensics,4,1,None,Cybersecurity Analyst,7,8,9,10,3,10,7,10,Average,0
1214,Student 1214,Non-binary,35,3.21,Human-Computer Interaction,Ethical Hacking,7,2,Meta Frontend Developer,Blockchain Developer,7,5,6,7,4,4,10,5,Strong,3
1215,Student 1215,Non-binary,23,2.74,Quantum Computing,Quantum AI,2,0,AWS Certified,Blockchain Developer,6,7,6,9,5,10,4,8,Weak,5
1216,Student 1216,Non-binary,31,2.8,Web Development,IoT Security,7,5,None,Software Engineer,3,8,4,5,4,10,10,8,Strong,6
1217,Student 1217,Female,34,2.88,Blockchain Technology,Full Stack Development,2,2,None,AI Researcher,3,6,9,5,5,3,5,10,Strong,0
1218,Student 1218,Female,18,3.5,Quantum Computing,Machine Learning,5,3,Red Hat Certified Engineer,Penetration Tester,7,5,4,6,7,6,5,6,Average,8
1219,Student 1219,Female,19,3.19,Data Science,Deep Learning,5,2,TensorFlow Certified,Full Stack Developer,4,4,8,4,4,5,4,6,Average,10
1220,Student 1220,Non-binary,39,3.83,Data Science,Cloud Security,1,5,TensorFlow Certified,Software Engineer,7,10,8,10,6,8,5,9,Strong,5
1221,Student 1221,Non-binary,42,3.53,Quantum Computing,AI Research,1,1,None,Software Engineer,8,8,10,10,5,7,4,6,Strong,7
1222,Student 1222,Non-binary,30,2.89,Computer Science,Mobile App Development,6,3,None,Data Scientist,5,6,8,3,8,7,4,4,Average,10
1223,Student 1223,Non-binary,27,3.15,Quantum Computing,Data Visualization,5,0,CEH,Quantum Computing Researcher,6,3,4,4,4,5,8,8,Strong,6
1224,Student 1224,Male,29,3.72,Mobile App Development,Machine Learning,2,4,None,IoT Engineer,5,7,3,3,6,4,10,5,Strong,0
1225,Student 1225,Non-binary,29,3.53,Software Engineering,Quantum AI,5,3,AWS Certified,Web Developer,8,6,4,7,10,6,3,5,Average,8
1226,Student 1226,Male,30,3.03,Bioinformatics,Game Development,6,2,CEH,Network Engineer,7,6,9,5,3,5,8,10,Average,0
1227,Student 1227,Female,27,3.98,Cloud Computing,Cloud Security,5,2,Kubernetes Administrator,DevOps Engineer,8,5,3,8,8,4,10,3,Weak,10
1228,Student 1228,Female,27,3.16,Cybersecurity,IoT Security,7,1,Kubernetes Administrator,Cybersecurity Analyst,5,10,4,5,4,5,4,4,Strong,1
1229,Student 1229,Non-binary,43,2.51,Computer Science,Machine Learning,4,1,None,Penetration Tester,9,3,10,7,9,6,9,5,Weak,8
1230,Student 1230,Female,32,2.81,AI & Robotics,IoT Security,3,5,TensorFlow Certified,Mobile App Developer,7,4,7,7,5,8,8,7,Average,3
1231,Student 1231,Female,19,2.99,Embedded Systems,Game Development,6,2,Microsoft Certified,Blockchain Developer,7,8,6,8,3,5,5,9,Strong,1
1232,Student 1232,Male,43,2.75,Quantum Computing,DevOps,6,3,None,IoT Engineer,7,8,4,6,6,3,8,10,Strong,3
1233,Student 1233,Non-binary,23,2.76,Networking,Blockchain Security,1,0,TensorFlow Certified,Cloud Architect,3,8,4,3,4,10,8,10,Weak,7
1234,Student 1234,Female,36,2.84,Cybersecurity,Big Data,1,3,Google Android Developer,Network Engineer,5,4,3,3,8,6,3,9,Strong,1
1235,Student 1235,Non-binary,27,2.93,AI & Robotics,Mobile App Development,5,1,IBM Quantum Developer,Quantum Computing Researcher,6,8,10,10,7,4,5,8,Strong,4
1236,Student 1236,Male,32,3.08,Embedded Systems,Machine Learning,3,0,Red Hat Certified Engineer,Network Engineer,5,5,6,3,10,9,4,9,Weak,7
1237,Student 1237,Male,42,2.75,Computer Science,Mobile App Development,1,5,Google Android Developer,Game Developer,5,4,7,7,8,9,6,4,Average,5
1238,Student 1238,Male,44,3.48,Blockchain Technology,Full Stack Development,4,5,None,Game Developer,7,3,8,9,9,5,10,10,Weak,5
1239,Student 1239,Non-binary,31,2.91,AI & Robotics,Mobile App Development,7,0,Microsoft Certified,Data Engineer,6,7,4,6,4,4,6,8,Strong,5
1240,Student 1240,Female,33,2.77,Bioinformatics,Cyber Forensics,6,2,IBM Quantum Developer,Security Consultant,10,10,5,8,10,10,8,7,Weak,10
1241,Student 1241,Non-binary,28,3.49,Software Engineering,Big Data,7,0,None,AI Researcher,10,3,10,9,7,3,4,9,Strong,8
1242,Student 1242,Female,20,3.07,Web Development,Ethical Hacking,1,0,IBM Quantum Developer,Machine Learning Engineer,5,8,10,8,4,5,4,6,Strong,0
1243,Student 1243,Non-binary,37,2.56,Data Science,Deep Learning,6,3,MIT AI Certification,Cloud Architect,5,5,9,8,5,5,7,4,Strong,7
1244,Student 1244,Female,36,2.9,Blockchain Technology,Ethical Hacking,1,2,CEH,Cybersecurity Analyst,6,6,9,9,8,5,5,6,Strong,4
1245,Student 1245,Female,32,3.33,Data Science,Cyber Forensics,3,3,MIT AI Certification,Web Developer,6,6,7,5,3,9,9,10,Average,4
1246,Student 1246,Female,23,3.24,Game Development,Ethical Hacking,1,2,Red Hat Certified Engineer,Mobile App Developer,8,7,5,5,9,7,5,6,Weak,8
1247,Student 1247,Non-binary,23,3.72,Blockchain Technology,Game Development,2,5,Unity Certified,Security Consultant,7,4,10,3,7,4,9,8,Average,3
1248,Student 1248,Female,30,3.91,Embedded Systems,IoT Security,2,3,TensorFlow Certified,Security Consultant,7,3,3,4,10,8,10,10,Strong,7
1249,Student 1249,Male,31,2.7,Mobile App Development,AI Research,1,2,Kubernetes Administrator,IoT Engineer,3,7,10,8,10,4,4,5,Average,4
1250,Student 1250,Non-binary,22,3.5,Human-Computer Interaction,Big Data,6,1,MIT AI Certification,Security Consultant,5,4,3,3,6,7,9,3,Average,5
1251,Student 1251,Non-binary,19,3.18,Cybersecurity,Mobile App Development,4,1,Google Android Developer,Network Engineer,3,7,5,7,6,10,4,10,Weak,2
1252,Student 1252,Non-binary,35,2.61,Blockchain Technology,AI Research,2,3,Unity Certified,Machine Learning Engineer,7,4,10,7,7,5,9,5,Average,0
1253,Student 1253,Female,19,2.65,AI & Robotics,Machine Learning,5,1,Unity Certified,Web Developer,6,3,8,9,10,4,3,6,Strong,2
1254,Student 1254,Male,27,3.16,Computer Science,IoT Security,4,5,Google Data Analytics,Network Engineer,10,6,3,9,7,6,10,6,Weak,9
1255,Student 1255,Female,44,3.14,Data Science,Ethical Hacking,1,1,None,Blockchain Developer,5,6,4,5,9,3,9,5,Average,0
1256,Student 1256,Non-binary,28,3.36,Bioinformatics,DevOps,2,2,MIT AI Certification,Cloud Architect,8,6,7,5,6,4,4,3,Strong,4
1257,Student 1257,Female,27,3.63,Embedded Systems,DevOps,1,3,MIT AI Certification,DevOps Engineer,4,9,5,4,4,9,5,3,Weak,1
1258,Student 1258,Male,30,3.74,Quantum Computing,Quantum AI,2,0,CEH,Software Engineer,5,10,10,8,8,4,5,3,Weak,10
1259,Student 1259,Non-binary,20,3.72,Computer Science,Cyber Forensics,3,0,Microsoft Certified,Mobile App Developer,10,5,7,4,7,5,10,8,Weak,5
1260,Student 1260,Female,22,3.4,Computer Science,IoT Security,3,0,MIT AI Certification,Cloud Architect,5,10,4,6,4,7,9,10,Weak,1
1261,Student 1261,Non-binary,31,3.16,Cloud Computing,IoT Security,3,0,AWS Certified,Data Engineer,6,5,4,9,4,5,10,6,Strong,1
1262,Student 1262,Male,23,3.34,Embedded Systems,Cyber Forensics,5,5,Google Android Developer,Network Engineer,6,9,5,3,9,7,6,8,Weak,5
1263,Student 1263,Female,38,3.19,Cloud Computing,Game Development,1,0,TensorFlow Certified,DevOps Engineer,6,5,8,10,5,5,10,9,Average,3
1264,Student 1264,Female,22,2.61,Bioinformatics,Cyber Forensics,3,4,None,Penetration Tester,7,6,7,7,7,4,3,9,Weak,5
1265,Student 1265,Male,19,3.82,Human-Computer Interaction,Game Development,4,3,Google Data Analytics,Security Consultant,6,4,5,3,3,4,10,7,Strong,4
1266,Student 1266,Male,41,2.84,Software Engineering,IoT Security,6,2,Microsoft Certified,Data Scientist,9,5,4,6,4,4,8,3,Strong,4
1267,Student 1267,Female,21,3.13,Networking,Machine Learning,5,4,Unity Certified,Mobile App Developer,5,8,8,3,10,9,8,6,Weak,8
1268,Student 1268,Male,26,3.31,Blockchain Technology,AI Research,6,4,CEH,Data Scientist,9,10,4,4,6,6,8,10,Weak,7
1269,Student 1269,Male,29,3.34,Human-Computer Interaction,Blockchain Security,4,3,Microsoft Certified,Quantum Computing Researcher,5,8,8,3,7,5,5,9,Average,10
1270,Student 1270,Non-binary,33,3.51,Bioinformatics,Ethical Hacking,1,4,Kubernetes Administrator,Security Consultant,6,7,4,4,3,5,4,9,Strong,3
1271,Student 1271,Non-binary,24,2.6,Cybersecurity,Blockchain Security,3,4,None,Cloud Architect,9,6,3,6,9,8,9,3,Average,4
1272,Student 1272,Female,24,3.96,Cloud Computing,Deep Learning,5,2,AWS Certified,Data Engineer,5,5,3,4,10,5,5,8,Strong,1
1273,Student 1273,Male,36,3.27,Human-Computer Interaction,Full Stack Development,7,0,Google Android Developer,Full Stack Developer,7,4,9,9,3,3,10,6,Average,9
1274,Student 1274,Male,26,3.46,Quantum Computing,Big Data,2,2,Red Hat Certified Engineer,Network Engineer,3,3,3,7,9,7,5,8,Average,9
1275,Student 1275,Female,18,2.88,Cybersecurity,Game Development,1,2,Cisco CCNA,Mobile App Developer,6,4,7,5,4,5,4,6,Weak,9
1276,Student 1276,Female,23,3.47,Embedded Systems,AI Research,5,2,None,Security Consultant,6,10,4,4,4,6,7,8,Strong,9
1277,Student 1277,Female,22,2.65,Blockchain Technology,Big Data,4,1,Kubernetes Administrator,Machine Learning Engineer,10,6,5,10,3,3,10,7,Weak,4
1278,Student 1278,Non-binary,28,2.72,Quantum Computing,Blockchain Security,7,3,TensorFlow Certified,DevOps Engineer,10,8,9,3,4,6,4,3,Strong,5
1279,Student 1279,Non-binary,23,3.51,Quantum Computing,Deep Learning,7,3,CEH,IoT Engineer,8,9,5,6,5,3,4,7,Weak,5
1280,Student 1280,Male,18,3.94,Bioinformatics,Blockchain Security,1,2,IBM Quantum Developer,Mobile App Developer,3,10,4,4,7,5,8,6,Weak,7
1281,Student 1281,Male,30,2.72,Quantum Computing,Full Stack Development,4,1,Microsoft Certified,AI Researcher,6,9,6,7,7,4,5,6,Strong,10
1282,Student 1282,Female,35,3.6,Networking,IoT Security,1,2,None,Full Stack Developer,9,5,6,6,4,4,8,10,Weak,3
1283,Student 1283,Female,23,2.88,Software Engineering,Cloud Security,2,5,Meta Frontend Developer,Web Developer,8,3,3,10,10,5,8,7,Average,9
1284,Student 1284,Non-binary,18,3.3,Embedded Systems,AI Research,6,4,Kubernetes Administrator,Mobile App Developer,9,10,3,3,10,8,9,7,Strong,8
1285,Student 1285,Female,39,2.8,Bioinformatics,Blockchain Security,4,2,IBM Quantum Developer,Cybersecurity Analyst,3,7,7,3,4,5,5,8,Strong,4
1286,Student 1286,Female,36,2.78,Web Development,Mobile App Development,5,0,CEH,Game Developer,10,9,5,8,4,10,4,10,Average,10
1287,Student 1287,Female,39,3.31,Computer Science,Ethical Hacking,3,4,Unity Certified,Network Engineer,6,10,8,10,5,10,3,8,Strong,8
1288,Student 1288,Male,23,3.34,Mobile App Development,Game Development,4,5,Google Data Analytics,Cybersecurity Analyst,9,8,7,7,3,8,10,7,Strong,8
1289,Student 1289,Male,37,3.24,Networking,Blockchain Security,7,2,TensorFlow Certified,Quantum Computing Researcher,5,7,7,7,9,5,4,6,Strong,3
1290,Student 1290,Male,34,3.8,Computer Science,Big Data,4,1,Meta Frontend Developer,Data Engineer,7,7,9,8,4,5,9,3,Strong,10
1291,Student 1291,Non-binary,19,2.68,Blockchain Technology,Game Development,1,2,Meta Frontend Developer,Game Developer,10,10,9,7,4,8,7,8,Average,7
1292,Student 1292,Female,20,3.69,Human-Computer Interaction,Data Visualization,6,1,Meta Frontend Developer,Machine Learning Engineer,10,6,7,7,4,6,3,10,Weak,0
1293,Student 1293,Male,35,3.25,Networking,Big Data,6,4,TensorFlow Certified,Full Stack Developer,7,9,3,8,7,6,8,5,Average,9
1294,Student 1294,Male,27,3.35,Human-Computer Interaction,Mobile App Development,6,1,Kubernetes Administrator,Cloud Architect,9,9,9,5,9,7,6,10,Strong,9
1295,Student 1295,Female,18,3.05,Embedded Systems,Blockchain Security,4,5,Google Android Developer,Quantum Computing Researcher,10,7,3,3,9,5,8,8,Average,8
1296,Student 1296,Male,24,2.53,Quantum Computing,Data Visualization,5,0,None,Software Engineer,7,8,5,3,10,8,4,7,Weak,8
1297,Student 1297,Non-binary,19,3.73,Web Development,Full Stack Development,1,4,Unity Certified,Cybersecurity Analyst,6,6,4,10,7,8,6,5,Strong,1
1298,Student 1298,Male,23,3.89,Mobile App Development,Machine Learning,7,1,AWS Certified,Cybersecurity Analyst,3,5,5,3,5,5,8,5,Strong,0
1299,Student 1299,Female,25,3.57,AI & Robotics,Blockchain Security,1,0,Red Hat Certified Engineer,Cloud Architect,7,10,10,9,8,10,3,6,Average,2
1300,Student 1300,Non-binary,18,2.82,Mobile App Development,IoT Security,5,2,Kubernetes Administrator,Machine Learning Engineer,8,7,4,4,7,6,3,4,Strong,1
1301,Student 1301,Non-binary,45,3.48,Data Science,DevOps,6,3,MIT AI Certification,Data Scientist,5,7,7,6,4,10,6,7,Strong,2
1302,Student 1302,Male,32,3.16,Quantum Computing,Deep Learning,6,0,Cisco CCNA,Quantum Computing Researcher,10,3,5,5,10,3,4,5,Weak,10
1303,Student 1303,Male,30,3.8,Software Engineering,AI Research,7,2,AWS Certified,Blockchain Developer,7,7,9,8,4,10,7,9,Strong,4
1304,Student 1304,Female,18,3.75,Data Science,Full Stack Development,5,0,None,Mobile App Developer,5,4,10,4,3,3,4,6,Average,5
1305,Student 1305,Non-binary,35,3.39,Game Development,Big Data,7,5,Google Data Analytics,Data Engineer,10,5,6,8,5,3,10,4,Weak,1
1306,Student 1306,Female,38,2.57,Cybersecurity,Deep Learning,2,0,Unity Certified,Blockchain Developer,4,7,7,10,3,8,9,8,Weak,5
1307,Student 1307,Non-binary,22,3.08,Game Development,Machine Learning,2,0,CEH,DevOps Engineer,7,6,10,8,7,7,7,8,Average,7
1308,Student 1308,Male,19,2.73,Data Science,DevOps,4,5,AWS Certified,IoT Engineer,4,4,6,7,10,7,8,7,Average,10
1309,Student 1309,Non-binary,42,3.02,Software Engineering,Cyber Forensics,1,1,Kubernetes Administrator,IoT Engineer,10,10,9,9,8,5,4,10,Strong,2
1310,Student 1310,Female,36,3.65,Quantum Computing,AI Research,6,1,None,Security Consultant,3,9,9,9,4,10,6,10,Average,6
1311,Student 1311,Male,34,2.66,Computer Science,Deep Learning,2,5,Cisco CCNA,Data Scientist,6,8,9,5,8,8,4,4,Weak,2
1312,Student 1312,Non-binary,25,3.41,Quantum Computing,Cloud Security,6,0,IBM Quantum Developer,DevOps Engineer,3,6,3,5,9,5,5,7,Average,5
1313,Student 1313,Female,41,3.01,Game Development,Full Stack Development,2,5,Google Data Analytics,Data Engineer,4,8,5,8,8,4,6,9,Strong,6
1314,Student 1314,Male,29,3.9,Blockchain Technology,Full Stack Development,5,5,Unity Certified,Blockchain Developer,8,4,10,6,6,4,9,9,Weak,3
1315,Student 1315,Male,40,3.9,Cloud Computing,Game Development,7,2,Red Hat Certified Engineer,Network Engineer,3,3,9,10,5,6,5,5,Average,9
1316,Student 1316,Female,29,3.76,Blockchain Technology,Full Stack Development,7,5,Unity Certified,Full Stack Developer,3,4,8,5,4,8,7,6,Weak,4
1317,Student 1317,Male,20,2.83,Human-Computer Interaction,Blockchain Security,3,0,MIT AI Certification,Cybersecurity Analyst,7,7,7,9,3,8,4,4,Weak,4
1318,Student 1318,Female,45,2.91,Networking,IoT Security,4,4,Red Hat Certified Engineer,DevOps Engineer,8,5,3,4,5,3,8,7,Average,10
1319,Student 1319,Male,43,2.97,Cloud Computing,Cloud Security,6,2,Kubernetes Administrator,Software Engineer,5,4,10,5,4,6,5,6,Weak,1
1320,Student 1320,Non-binary,20,3.96,Embedded Systems,Data Visualization,2,2,MIT AI Certification,Data Engineer,3,6,4,6,3,3,10,9,Average,10
1321,Student 1321,Female,37,2.65,Quantum Computing,Quantum AI,3,5,Unity Certified,Cybersecurity Analyst,4,3,6,9,3,6,10,4,Weak,5
1322,Student 1322,Male,32,2.71,AI & Robotics,Game Development,7,1,Meta Frontend Developer,Blockchain Developer,8,8,5,10,7,10,4,10,Weak,7
1323,Student 1323,Male,29,3.37,Software Engineering,Cyber Forensics,6,0,None,Security Consultant,9,5,8,6,7,10,9,7,Average,3
1324,Student 1324,Male,22,3.61,Networking,Game Development,2,0,IBM Quantum Developer,Game Developer,9,9,10,6,8,7,3,3,Average,9
1325,Student 1325,Female,45,3.77,Bioinformatics,AI Research,1,1,Google Android Developer,Data Scientist,6,9,7,10,10,7,10,4,Weak,4
1326,Student 1326,Male,33,3.86,Quantum Computing,Cyber Forensics,6,4,None,Mobile App Developer,6,4,9,9,4,8,10,4,Weak,2
1327,Student 1327,Female,21,2.64,Web Development,AI Research,1,0,None,Cybersecurity Analyst,6,10,10,8,10,9,3,7,Average,5
1328,Student 1328,Male,29,3.76,AI & Robotics,Quantum AI,1,5,None,DevOps Engineer,6,4,8,6,7,3,6,7,Average,7
1329,Student 1329,Male,41,2.8,Software Engineering,Data Visualization,2,4,AWS Certified,Penetration Tester,8,9,3,7,3,6,5,10,Weak,7
1330,Student 1330,Male,36,2.98,Embedded Systems,Cyber Forensics,4,5,Google Data Analytics,DevOps Engineer,6,5,10,5,5,10,10,3,Strong,6
1331,Student 1331,Male,43,3.23,Game Development,Quantum AI,3,1,None,Quantum Computing Researcher,3,6,5,5,3,8,9,7,Average,7
1332,Student 1332,Non-binary,44,3.34,Embedded Systems,Blockchain Security,4,5,Meta Frontend Developer,AI Researcher,3,6,5,9,6,8,6,7,Strong,2
